Invoice No,Country Code,Sales ($),Margin ($),Margin (%),Vendor,Customer,Partner,End User,Invoice Date,Type,oSpace Program Name,ProgramID
341345-01,AU,2752.8261,300.6298,0.109207698,Barracuda,VARIANT TECHNOLOGY PTY LTD,VARIANT TECHNOLOGY PTY LTD,APOLLO BICYCLE CO PTY LTD,30/10/2025,Control,,
341379-01,AU,452.41,47.9656,0.106022413,Fortinet,ALL-TASKS COMPUTER SERVICES PTY LTD,ALL-TASKS COMPUTER SERVICES PTY LTD,Page Steel Fabrications,31/10/2025,Target,,
341375-01,AU,1865.8536,335.8536,0.179999974,Fortinet,ALL-TASKS COMPUTER SERVICES PTY LTD,ALL-TASKS COMPUTER SERVICES PTY LTD,Mitchell Water Australia,31/10/2025,Target,,
341496-01,AU,2941.8317,220.6374,0.075000008,Fortinet,ARXIS GROUP PTY LTD,ARXIS GROUP PTY LTD,Credit Union SA,31/10/2025,Target,,
328888-02,AU,211218.6098,18059.1912,0.0855,ExtraHop,BT AUSTRALASIA PTY LIMITED,BT AUSTRALASIA PTY LIMITED,Chisholm Institute of TAFE,31/10/2025,Target,,
341457-01,AU,46715.22,3737.22,0.080000051,SolarWinds Europe,COGNITIO DIGITAL PTY LTD,COGNITIO DIGITAL PTY LTD,Boeing Defence Australia Ltd,31/10/2025,Target,,
341421-01,AU,0,-754.8409,-Infinity,Fortinet,COGNITIO DIGITAL PTY LTD,COGNITIO DIGITAL PTY LTD,,31/10/2025,Target,,
C341528-01,AU,-1671219.669,-71219.669,0.042615385,Palo Alto,DATA#3 LIMITED,DATA#3 LIMITED,,31/10/2025,Target,,
341529-01,AU,1671219.669,97607.9988,0.058405248,Palo Alto,DATA#3 LIMITED,DATA#3 LIMITED,Australian Signals Directorate,31/10/2025,Target,,
341512-01,AU,2312340.321,164068.7512,0.070953549,Oracle,DATA#3 LIMITED,DATA#3 LIMITED,AUSTRALIAN GAS NETWORKS LIMITED,31/10/2025,Target,,
341508-01,AU,1166.48,122.48,0.104999657,SUSE,DATA#3 LIMITED,DATA#3 LIMITED,Canberra Institute of Technology,31/10/2025,Target,,
341429-01,AU,0,-219,-Infinity,Arista,DATA#3 LIMITED,DATA#3 LIMITED,APNIC PTY LTD,31/10/2025,Target,,
341174-01,AU,919.94,68.9955,0.075,Fortinet,DATA#3 LIMITED,DATA#3 LIMITED,CITY OF TEA TREE GULLY,31/10/2025,Target,,
341417-01,AU,437.5,52.5,0.12,Fortinet,E & J IT Solutions Pty Ltd t/a IT Solutions,E & J IT Solutions Pty Ltd t/a IT Solutions,Jesse Ant Architects,31/10/2025,Target,,
341390-01,AU,614.3026,73.747,0.120049956,Fortinet,E & J IT Solutions Pty Ltd t/a IT Solutions,E & J IT Solutions Pty Ltd t/a IT Solutions,LOC Property Group Pty Ltd,31/10/2025,Target,,
341475-01,AU,1984,224.7302,0.11327127,Fortinet,eNerds Pty Ltd,eNerds Pty Ltd,Arcadia Landscape Architecture,31/10/2025,Target,,
341516-01,AU,0,-117,-Infinity,Arista,Interactive Pty Ltd,Interactive Pty Ltd,Network Ten Pty Ltd,31/10/2025,Target,,
341402-01,AU,1303.1401,104.2512,0.079999994,Fortinet,Interactive Pty Ltd,Interactive Pty Ltd,APT Travel Group,31/10/2025,Target,,
340662-01,AU,169500.0712,16415.0272,0.096843778,Fortinet,Interactive Pty Ltd,Interactive Pty Ltd,Custom Fleet Pty Ltd,31/10/2025,Target,,
341338-01,AU,7290.5484,1758.998,0.241271013,Fortinet,Maher Family P/L ATF Maher No 2 Family Trust,Maher Family P/L ATF Maher No 2 Family Trust,Nastasi and Associates,31/10/2025,Target,,
C341545-01,AU,-229624.6139,-12148.6207,0.052906439,Palo Alto,Nexon Asia Pacific Pty. Ltd.,Nexon Asia Pacific Pty. Ltd.,,31/10/2025,Target,,
341550-01,AU,229624.6139,12148.6207,0.052906439,Palo Alto,Nexon Asia Pacific Pty. Ltd.,Nexon Asia Pacific Pty. Ltd.,Inghams Enterprises Pty Ltd,31/10/2025,Target,,
341393-01,AU,2808.4196,224.6736,0.080000011,Fortinet,Nexon Asia Pacific Pty. Ltd.,Nexon Asia Pacific Pty. Ltd.,Liquip Victoria,31/10/2025,Target,,
340364-01,AU,2098.0771,158.0141,0.075313772,Fortinet,Nexon Asia Pacific Pty. Ltd.,Nexon Asia Pacific Pty. Ltd.,Wend Australia Pty Ltd T/as Wendy's Australia,31/10/2025,Target,,
341431-01,AU,16698.8153,1668.8153,0.099936149,Mimecast,NOVO3 PTY LTD,NOVO3 PTY LTD,Access Telehealth,31/10/2025,Target,,
C341535-01,AU,-487409.7218,-12098.2058,0.024821429,Palo Alto,NTT Australia Pty Ltd,NTT Australia Pty Ltd,,31/10/2025,Target,,
C341530-01,AU,-292963.1534,-8056.4867,0.0275,Palo Alto,NTT Australia Pty Ltd,NTT Australia Pty Ltd,,31/10/2025,Target,,
C341523-01,AU,-222685.4621,-3340.2825,0.015000003,Palo Alto,NTT Australia Pty Ltd,NTT Australia Pty Ltd,,31/10/2025,Target,,
341536-01,AU,487409.7218,34321.1229,0.070415343,Palo Alto,NTT Australia Pty Ltd,NTT Australia Pty Ltd,Suncorp Corporate Services Pty Ltd,31/10/2025,Target,,
341532-01,AU,292963.1534,21377.1343,0.072968679,Palo Alto,NTT Australia Pty Ltd,NTT Australia Pty Ltd,Suncorp Corporate Services Pty Ltd,31/10/2025,Target,,
341526-01,AU,222685.4621,13595.6409,0.061053114,Palo Alto,NTT Australia Pty Ltd,NTT Australia Pty Ltd,Suncorp Corporate Services Pty Ltd,31/10/2025,Target,,
341418-01,AU,20099.9325,904.9335,0.045021718,Arista,NTT Australia Pty Ltd,NTT Australia Pty Ltd,Mazda Australia Pty Limited,31/10/2025,Target,,
341462-01,AU,173741.9115,21057.1871,0.121198086,"Crowdstrike, Inc.",ONESTEP GROUP (WA) PTY LTD,ONESTEP GROUP (WA) PTY LTD,Coogee Chemicals,31/10/2025,Target,,
341186-01,AU,2666.67,266.67,0.100001125,Mimecast,PRJ CONSULTING PTY LTD t/a 3columns,PRJ CONSULTING PTY LTD t/a 3columns,Figurehead Construction Pty Ltd,31/10/2025,Target,,
341410-01,AU,689.4331,82.7664,0.120049937,Fortinet,Professional Advantage Pty Ltd,Professional Advantage Pty Ltd,Financial Services Council,31/10/2025,Target,,
341362-01,AU,2154.75,161.613,0.075003133,Fortinet,Resolution Technology Pty Ltd,Resolution Technology Pty Ltd,Harmony Gold (PNG Services) Pty Ltd,31/10/2025,Target,,
341339-01,AU,4017.2706,459.1595,0.114296383,Fortinet,Resolution Technology Pty Ltd,Resolution Technology Pty Ltd,E2M PTY LTD,31/10/2025,Target,,
341339-01,AU,164.25,32.85,0.2,Rackmount,Resolution Technology Pty Ltd,Resolution Technology Pty Ltd,E2M PTY LTD,31/10/2025,Target,,
341412-01,AU,0,-219,-Infinity,Gigamon,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,Telstra Limited,31/10/2025,Target,,
329399-11,AU,14866.0532,743.3032,0.050000036,Okta,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,Insurance And Care NSW (Trading as iCARE NSW),31/10/2025,Target,,
341478-01,AU,220.84,16.5542,0.074960152,Fortinet,The Missing Link Network Integration Pty Ltd,The Missing Link Network Integration Pty Ltd,OMNI Bridgeway Limited,31/10/2025,Target,,
332316-09,AU,44.5374,6.681,0.150008757,"Crowdstrike, Inc.",The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,31/10/2025,Target,,
341283-01,AU,565.6023,67.8723,0.120000042,Fortinet,2Gen Pty Ltd,2Gen Pty Ltd, Southport Surf Club Supporters Club,31/10/2025,Control,,
337445-05,AU,54.2629,8.14,0.150010412,"Crowdstrike, Inc.",ALLSTARS TRADING PTY LTD - trading as Zirilio,ALLSTARS TRADING PTY LTD - trading as Zirilio,ALLSTARS TRADING PTY LTD - trading as Zirilio,31/10/2025,Control,,
337445-04,AU,54.2629,8.14,0.150010412,"Crowdstrike, Inc.",ALLSTARS TRADING PTY LTD - trading as Zirilio,ALLSTARS TRADING PTY LTD - trading as Zirilio,ALLSTARS TRADING PTY LTD - trading as Zirilio,31/10/2025,Control,,
337445-03,AU,54.2629,8.14,0.150010412,"Crowdstrike, Inc.",ALLSTARS TRADING PTY LTD - trading as Zirilio,ALLSTARS TRADING PTY LTD - trading as Zirilio,ALLSTARS TRADING PTY LTD - trading as Zirilio,31/10/2025,Control,,
337445-02,AU,54.2629,8.14,0.150010412,"Crowdstrike, Inc.",ALLSTARS TRADING PTY LTD - trading as Zirilio,ALLSTARS TRADING PTY LTD - trading as Zirilio,ALLSTARS TRADING PTY LTD - trading as Zirilio,31/10/2025,Control,,
337445-01,AU,54.2629,8.14,0.150010412,"Crowdstrike, Inc.",ALLSTARS TRADING PTY LTD - trading as Zirilio,ALLSTARS TRADING PTY LTD - trading as Zirilio,ALLSTARS TRADING PTY LTD - trading as Zirilio,31/10/2025,Control,,
C341557-01,AU,-15625,0,0,"Amazon Web Services, Inc.",Amazon Web Services Australia Pty Ltd,Amazon Web Services Australia Pty Ltd,,31/10/2025,Others,,
C341556-01,AU,-15625,0,0,"Amazon Web Services, Inc.",Amazon Web Services Australia Pty Ltd,Amazon Web Services Australia Pty Ltd,,31/10/2025,Others,,
C341541-01,AU,-228571.43,-182865.1248,0.800034916,"Amazon Web Services, Inc.",Amazon Web Services Australia Pty Ltd,Amazon Web Services Australia Pty Ltd,,31/10/2025,Others,,
C341491-01,AU,-228571.43,-182865.1248,0.800034916,"Amazon Web Services, Inc.",Amazon Web Services Australia Pty Ltd,Amazon Web Services Australia Pty Ltd,,31/10/2025,Others,,
C341453-01,AU,-15871.43,-15871.43,1,"Amazon Web Services, Inc.",Amazon Web Services Australia Pty Ltd,Amazon Web Services Australia Pty Ltd,,31/10/2025,Others,,
341490-01,AU,228571.43,182865.1248,0.800034916,"Amazon Web Services, Inc.",Amazon Web Services Australia Pty Ltd,Amazon Web Services Australia Pty Ltd,,31/10/2025,Others,,
341476-01,AU,228571.43,182865.1248,0.800034916,"Amazon Web Services, Inc.",Amazon Web Services Australia Pty Ltd,Amazon Web Services Australia Pty Ltd,,31/10/2025,Others,,
341424-01,AU,79365.08,79365.08,1,"Amazon Web Services, Inc.",Amazon Web Services Australia Pty Ltd,Amazon Web Services Australia Pty Ltd,,31/10/2025,Others,,
341423-01,AU,15871.43,15871.43,1,"Amazon Web Services, Inc.",Amazon Web Services Australia Pty Ltd,Amazon Web Services Australia Pty Ltd,,31/10/2025,Others,,
341513-01,AU,398783.9442,17945.2775,0.045,Infoblox,Amnesium Pty Ltd,Amnesium Pty Ltd,Australian Army,31/10/2025,Control,,
341507-01,AU,1140500.126,51322.5071,0.045000001,Infoblox,Amnesium Pty Ltd,Amnesium Pty Ltd,Australian Army,31/10/2025,Control,,
C341480-01,AU,-142105.2632,-7105.2632,0.05,Okta,Anatas Pty Ltd  - T/A Atturra Data & Integration,Anatas Pty Ltd  - T/A Atturra Data & Integration,,31/10/2025,Others,,
C341479-01,AU,-98731.715,-4936.9534,0.050003724,Okta,Anatas Pty Ltd  - T/A Atturra Data & Integration,Anatas Pty Ltd  - T/A Atturra Data & Integration,,31/10/2025,Others,,
341482-01,AU,240836.9782,12042.2166,0.050001527,Okta,Anatas Pty Ltd  - T/A Atturra Data & Integration,Anatas Pty Ltd  - T/A Atturra Data & Integration,(THE) NETWORK FOR LEARNING LIMITED,31/10/2025,Others,,
341459-01,AU,6151.2588,399.8268,0.064999184,Arista,Anticlockwise Pty Ltd,Anticlockwise Pty Ltd,Nexthop Pty Ltd,31/10/2025,Others,,
341455-01,AU,3279.3208,344.337,0.105002536,"Crowdstrike, Inc.",Aquion Pty Ltd,Aquion Pty Ltd,FAR EAST CONSORTIUM,31/10/2025,Control,,
341441-01,AU,7612.5,761.25,0.1,SUSE,Aquion Pty Ltd,Aquion Pty Ltd,GOLDING CONTRACTORS PTY LTD,31/10/2025,Control,,
341433-01,AU,45184,3844.17,0.085078125,Micro Focus,AUSTRALIAN CENTRE FOR ADVANCED COMPUTING AND COMMUNICATION PTY LTD (AC3),AUSTRALIAN CENTRE FOR ADVANCED COMPUTING AND COMMUNICATION PTY LTD (AC3),SA Power Networks,31/10/2025,Control,,
341332-01,AU,6562.5,348.225,0.053062857,SentinelOne,AUSTRALIAN CENTRE FOR ADVANCED COMPUTING AND COMMUNICATION PTY LTD (AC3),AUSTRALIAN CENTRE FOR ADVANCED COMPUTING AND COMMUNICATION PTY LTD (AC3),AUSTRALIAN CENTRE FOR ADVANCED COMPUTING AND COMMUNICATION PTY LTD (AC3),31/10/2025,Control,,
341488-01,AU,47047,1298,0.027589432,Proofpoint,Baidam Solutions Pty Ltd,Baidam Solutions Pty Ltd,Department of the Premier and Cabinet (WA),31/10/2025,Control,,
341148-01,AU,12075.12,845.76,0.07004154,CyberArk,Baidam Solutions Pty Ltd,Baidam Solutions Pty Ltd,Qantas Airways Limited,31/10/2025,Control,,
324128-03,AU,1043198.383,26082.834,0.025002755,Okta,Baidam Solutions Pty Ltd,Baidam Solutions Pty Ltd,University of Sydney,31/10/2025,Control,,
341466-01,AU,0,0,NaN,Barracuda,"Barracuda Networks, Inc. (AU)","Barracuda Networks, Inc. (AU)",,31/10/2025,Others,,
341081-01,AU,0,-1068.3788,-Infinity,Fortinet,BlueBox IT,BlueBox IT,R.M. Williams Proprietary Limited,31/10/2025,Control,,
341428-01,AU,0,-225.02,-Infinity,Arista,CIRRUS NETWORKS (ACT) PTY LTD - (T/as Atturra),CIRRUS NETWORKS (ACT) PTY LTD - (T/as Atturra),Commonwealth Scientific And Industrial Research Organisation (CSIRO),31/10/2025,Others,,
C341546-01,AU,-77007.987,-5727.9925,0.074381798,Palo Alto,CyberCX Pty Ltd,CyberCX Pty Ltd,,31/10/2025,Control,,
341547-01,AU,77007.987,5727.9925,0.074381798,Palo Alto,CyberCX Pty Ltd,CyberCX Pty Ltd,QUEENSLAND FIRE AND EMERGENCY SERVICES,31/10/2025,Control,,
341461-01,AU,502484.1924,50015.2864,0.099536039,Netskope,CyberCX Pty Ltd,CyberCX Pty Ltd,CLEANAWAY WASTE MANAGEMENT LIMITED,31/10/2025,Control,,
341443-01,AU,12132.59,673.9973,0.055552631,Netskope,CyberCX Pty Ltd,CyberCX Pty Ltd,BGH CAPITAL PTY LTD,31/10/2025,Control,,
341280-01,AU,12987.009,844.155,0.064999955,Netskope,CyberCX Pty Ltd,CyberCX Pty Ltd,Hollard Commercial Insurance,31/10/2025,Control,,
336694-02,AU,41625.2872,2496.1972,0.059968288,Okta,CyberCX Pty Ltd,CyberCX Pty Ltd,Department of Communities and Justice (NSW),31/10/2025,Control,,
341444-01,AU,6009.5,409.479,0.068138614,SentinelOne,CYBERKNOWLEDGE PTY LTD,CYBERKNOWLEDGE PTY LTD,CAMPBELL PAGE LIMITED,31/10/2025,Others,,
341452-01,AU,91171.3646,4102.7141,0.04500003,"Crowdstrike, Inc.",DATABL PTY LTD,DATABL PTY LTD,VIX TECHNOLOGY (AUST) PTY LTD,31/10/2025,Others,,
341420-01,AU,41121.18,4934.5609,0.120000469,Nozomi Networks,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,SA Power Networks,31/10/2025,Control,,
341374-01,AU,10979.6134,878.369,0.079999993,Fortinet,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,Austal Ships,31/10/2025,Control,,
341473-01,AU,-225.56,-225.56,1,"Amazon Web Services, Inc.",DHI-AI Pty Ltd,DHI-AI Pty Ltd,,31/10/2025,Others,,
341469-01,AU,-284.52,-284.52,1,"Amazon Web Services, Inc.",DHI-AI Pty Ltd,DHI-AI Pty Ltd,,31/10/2025,Others,,
341468-01,AU,-374.3,-374.3,1,"Amazon Web Services, Inc.",DHI-AI Pty Ltd,DHI-AI Pty Ltd,,31/10/2025,Others,,
341465-01,AU,27.71,27.71,1,"Amazon Web Services, Inc.",DHI-AI Pty Ltd,DHI-AI Pty Ltd,,31/10/2025,Others,,
339611-03,AU,1904.2924,66.6524,0.035001137,Mimecast,E Computing Pty Ltd,E Computing Pty Ltd,McConachie Stedman,31/10/2025,Control,,
341396-01,AU,2512.455,631.455,0.251329875,Fortinet,Emergence IT P/L t/a Future Logic,Emergence IT P/L t/a Future Logic,FOODFOLK AUSTRALIA PTY LTD,31/10/2025,Control,,
340868-01,AU,43079.8134,3310.1134,0.076836763,Mimecast,Enablis Pty Ltd,Enablis Pty Ltd,AFFORD PTY LTD,31/10/2025,Others,,
339610-03,AU,982.18,37.7733,0.038458633,Mimecast,Enablis Pty Ltd,Enablis Pty Ltd,Alcohol & Drug Foundation,31/10/2025,Others,,
339607-03,AU,1847.8213,82.2292,0.044500624,Mimecast,Enablis Pty Ltd,Enablis Pty Ltd,Home in Place (aka Compass Housing Services),31/10/2025,Others,,
341352-01,AU,875,105,0.12,Fortinet,Epic Enterprises (WA) Pty Ltd - t/a Epic IT,Epic Enterprises (WA) Pty Ltd - t/a Epic IT,Utopia Financial Partners,31/10/2025,Control,,
341437-01,AU,2828.2828,339.3939,0.119999987,Fortinet,Far Edge Pty Limited,Far Edge Pty Limited,Aurora Education Foundation Ltd,31/10/2025,Control,,
341460-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/10/2025,Control,,
341438-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/10/2025,Control,,
341372-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/10/2025,Control,,
341371-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/10/2025,Control,,
341370-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/10/2025,Control,,
341365-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/10/2025,Control,,
341364-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/10/2025,Control,,
341363-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/10/2025,Control,,
341361-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/10/2025,Control,,
341340-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/10/2025,Control,,
341325-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/10/2025,Control,,
341344-01,AU,1084.2713,130.1126,0.120000041,Fortinet,Goldline IT Pty Ltd,Goldline IT Pty Ltd,Deutsche Schule Melbourne,31/10/2025,Control,Fortinet MCO (Renewal and Trade-up) #302,302
341395-01,AU,24751.92,1856.3803,0.074999447,Fortinet,Huon IT Pty Ltd,Huon IT Pty Ltd,SV PARTNERS PTY LTD,31/10/2025,Control,,
328103-02,AU,13417.08,1073.4675,0.080007535,Micro Focus,iCognition Pty Limited,iCognition Pty Limited,The GEO Group Australasia Pty Limited,31/10/2025,Others,,
C341548-01,AU,-113118.1593,-9166.0752,0.081030979,Netskope,INDIGROUP PTY LTD,INDIGROUP PTY LTD,,31/10/2025,Others,,
341549-01,AU,113118.1593,9166.0752,0.081030979,Netskope,INDIGROUP PTY LTD,INDIGROUP PTY LTD,NSW Telco Authority,31/10/2025,Others,,
C341542-01,AU,-112725.2588,-13821.2802,0.122610321,"Crowdstrike, Inc.",INFOCX PTY LTD,INFOCX PTY LTD,,31/10/2025,Others,,
341543-01,AU,112725.2588,13821.2802,0.122610321,"Crowdstrike, Inc.",INFOCX PTY LTD,INFOCX PTY LTD,Veolia Environmental Services (Australia) Pty Ltd,31/10/2025,Others,,
341495-01,AU,6725.87,297.352,0.044210191,Netskope,Infosurety Pty Ltd (trading as Infotrust),Infosurety Pty Ltd (trading as Infotrust),OFX GROUP LIMITED,31/10/2025,Others,,
341487-01,AU,83832.2402,12997.5904,0.155042861,Imperva,Insight Enterprises Australia Pty Ltd,Insight Enterprises Australia Pty Ltd,Custom Fleet Pty Ltd,31/10/2025,Control,,
340657-02,AU,79075.08,6692.28,0.084631973,Rubrik,Insight Enterprises Australia Pty Ltd,Insight Enterprises Australia Pty Ltd,Ventora Group Pty Limited (pka Jeld-Wen Australia Pty Limited),31/10/2025,Control,,
341394-01,AU,776.6053,163.1815,0.210121538,Fortinet,Integral Connection Pty Ltd -  t/as Network Overdrive,Integral Connection Pty Ltd -  t/as Network Overdrive,,31/10/2025,Control,,
341442-01,AU,3251.67,325.17,0.100000923,SUSE,IT Management Associates,IT Management Associates,KUFPEC AUSTRALIA PTY LTD,31/10/2025,Others,,
341493-01,AU,31746.83,1355.88,0.042709146,Micro Focus,Kapish Services Pty Ltd,Kapish Services Pty Ltd,Illawarra Retirement Trust,31/10/2025,Others,,
341493-01,AU,0,0,NaN,OpenText,Kapish Services Pty Ltd,Kapish Services Pty Ltd,Illawarra Retirement Trust,31/10/2025,Others,,
341446-01,AU,38235.735,2162.7148,0.056562658,Netskope,Macquarie Technology Operations Pty Ltd,Macquarie Technology Operations Pty Ltd,ITW Australia Pty Ltd,31/10/2025,Control,,
341342-01,AU,0,-1E-04,-Infinity,Fortinet,Macquarie Technology Operations Pty Ltd,Macquarie Technology Operations Pty Ltd,Macquarie Government,31/10/2025,Control,,
341454-01,AU,1669.549,133.5643,0.080000228,"Crowdstrike, Inc.",MYEMPIRE GROUP PTY LTD,MYEMPIRE GROUP PTY LTD,Additive Manufacturing CRC,31/10/2025,Others,,
334776-03,AU,30390.54,6272.716,0.206403572,Versa,NetCraft Australia Pty Ltd,NetCraft Australia Pty Ltd,NASFUND Contributors Savings & Loan Society Limited,31/10/2025,Control,,
341415-01,AU,81890.817,6541.3781,0.079879263,Netskope,Nueva Group Pty Ltd (T/A Nueva Solutions),Nueva Group Pty Ltd (T/A Nueva Solutions),MTC AUSTRALIA LIMITED,31/10/2025,Control,,
341498-01,AU,577047.51,34628.2794,0.060009408,SUSE,OPTUS ADMINISTRATION PTY LTD,OPTUS ADMINISTRATION PTY LTD,Optus Mobile Pty Ltd,31/10/2025,Control,,
341353-01,AU,90099.4,8470.5684,0.094013594,Illumio,Outcomex Pty Ltd,Outcomex Pty Ltd,Sydney Trains,31/10/2025,Control,,
341434-01,AU,791.0353,94.9242,0.119999954,Fortinet,PERTHICT PTY LTD t/a ITdynamics,PERTHICT PTY LTD t/a ITdynamics,Cheeky Brothers,31/10/2025,Control,,
340346-02,AU,90.1713,13.9765,0.154999429,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",31/10/2025,Others,,
340343-02,AU,45.0847,6.9873,0.154981623,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",31/10/2025,Others,,
340342-02,AU,54.1017,8.3847,0.154980343,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",31/10/2025,Others,,
340338-02,AU,54.1017,8.3847,0.154980343,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",31/10/2025,Others,,
338210-02,AU,44.4707,6.6707,0.150002136,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",31/10/2025,Others,,
333235-09,AU,351.2986,35.129,0.099997552,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",31/10/2025,Others,,
338812-01,AU,6062.364,230.364,0.037999038,Mimecast,PHILLIPS IT PTY LIMITED,PHILLIPS IT PTY LIMITED,Peddle Thorp Walker Pty Ltd,31/10/2025,Others,,
331047-04,AU,47499.9999,2374.8099,0.049995998,Oracle,Prescience Technology Pty Limited,Prescience Technology Pty Limited,Prescience Technology Pty Limited,31/10/2025,Others,,
341391-01,AU,1073.9647,128.8758,0.120000034,Fortinet,REDD Digital Services Pty Ltd,REDD Digital Services Pty Ltd,Quality Innovation Training and Employment,31/10/2025,Control,,
C341521-01,AU,-685870.4056,-29582.5805,0.043131443,Palo Alto,RIGHTSEC PTY LTD,RIGHTSEC PTY LTD,,31/10/2025,Others,,
341522-01,AU,685870.4056,29582.5805,0.043131443,Palo Alto,RIGHTSEC PTY LTD,RIGHTSEC PTY LTD,CITEC,31/10/2025,Others,,
341354-01,AU,10316.2586,573.1296,0.055555955,Netskope,SALTT TECHNOLOGIES PTY LTD,SALTT TECHNOLOGIES PTY LTD,Seventh-Day Adventist Church (Pacific) Limited,31/10/2025,Others,,
341281-02,AU,0,-678.573,-Infinity,Rubrik,Secure Agility Pty Limited,Secure Agility Pty Limited,Sydney Airport Corporation Limited,31/10/2025,Control,,
341489-01,AU,9059.7447,503.3272,0.055556444,Netskope,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,Smartech Business Systems Australia,31/10/2025,Control,,
339324-04,AU,15463.92,463.92,0.030000155,Okta,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,I-MED Network Ltd,31/10/2025,Control,,
329080-02,AU,249024.4956,9968.832,0.040031532,Netskope,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,ASHURST AUSTRALIA,31/10/2025,Control,,
341481-01,AU,5208.959,588.959,0.113066546,Fortinet,Simm IT Services,Simm IT Services,Tindall Gask Bentley,31/10/2025,Control,,
341425-01,AU,12715.36,892.5663,0.070195913,Fortinet,Simple Biz,Simple Biz,ClarkeHopkinsClarke Architects Pty Ltd,31/10/2025,Control,,
341477-01,AU,4253.11,340.2529,0.080000964,SolarWinds Europe,SoftwareONE Australia Pty Limited,SoftwareONE Australia Pty Limited,Allianz Technology  SE Australia,31/10/2025,Control,,
330285-04,AU,26076.9038,1303.7884,0.049997822,SentinelOne,Source Technology Pty Ltd,Source Technology Pty Ltd,Lander & Rogers,31/10/2025,Others,,
341384-01,AU,27422.6686,3100.3055,0.113056302,"Crowdstrike, Inc.",Sparx Solutions Pty Ltd,Sparx Solutions Pty Ltd,Hall & Wilcox,31/10/2025,Control,,
341501-01,AU,11221.8752,1346.6252,0.120000016,SUSE,Strategic Business Consulting Pty Ltd,Strategic Business Consulting Pty Ltd,SBC IT Pty Ltd,31/10/2025,Others,,
341450-01,AU,22177.8408,2661.3408,0.119999996,SUSE,Strategic Business Consulting Pty Ltd,Strategic Business Consulting Pty Ltd,SBC IT Pty Ltd,31/10/2025,Others,,
341472-01,AU,-0.3333,0,0,"Amazon Web Services, Inc.",TechConnect IT Solutions Pty Ltd,TechConnect IT Solutions Pty Ltd,,31/10/2025,Others,,
341470-01,AU,-1.0476,0,0,"Amazon Web Services, Inc.",TechConnect IT Solutions Pty Ltd,TechConnect IT Solutions Pty Ltd,,31/10/2025,Others,,
341439-01,AU,70348.11,3521.9145,0.050064096,Illumio,THALES CYBER SERVICES AUSTRALIA PTY LTD,THALES CYBER SERVICES AUSTRALIA PTY LTD,PACT GROUP HOLDINGS (AUSTRALIA) PTY LTD,31/10/2025,Control,,
